gene_name,C_3_1,C_3_2,C_5_1,C_5_2,F_3_1,F_3_2,F_5_1,F_5_2
SPSB1,3.933427,3.834173,4.143498,4.466542205196901,5.25258,6.533678,4.35102,5.20316652
BX323043.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL928921.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A33,1.17353,0.834574,1.18227,1.32196,1.01857,0.897705,0.754149,0.963348
AL954705.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM201,4.76316000438055,5.01356,4.119813100000001,3.749992,6.303511,4.196885,4.511616,5.229249
PIK3CD,4.487244,4.432433999999999,2.264205,2.49051,5.8549050726903,5.735871,4.867851,5.621816
PIK3CD-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL691449.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3CD-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLSTN1,4.826834,6.095007,4.963799999999999,4.274640000000001,4.638118,3.445354,5.017344,5.195077
MZT1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL357140.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNBIP1,6.706562,10.140897,4.338047,3.5376862,6.488125999999999,1.3954350000000002,1.947556,3.346076
AL357140.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL357140.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LZIC,36.42204,35.56836,31.77449,33.482910000000004,33.7929,31.13818,31.04627,30.02722
AL357140.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNAT1,13.015879,13.41857,13.483401,15.259009999999998,13.876911,12.48972,16.12332,16.76074
RN7SKP269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM274P,0.0,0.0,0.0,0.0,0.0,0.237592,0.0,0.0
MIR5697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL603962.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP7,0.247059,0.235486,0.280795,0.0,0.109629,0.0,3.020998,3.29165
UBE4B,6.931817,8.737625000000001,7.368016,6.918005999999999,8.069355,6.023052,8.276278,9.620912
AL590639.1,0.0,0.0,0.0,0.0,0.0,0.352747,0.0,0.0
PGAM1P11,0.0,0.0,0.0,0.0,0.132067,0.0,0.0,0.0
RNU6-828P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF1B,48.3673903,49.267138,63.91554899999999,65.87513700000001,52.47608514542,27.929169,29.158368,76.950142
AL358013.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-37P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL731P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139424.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139424.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGD,241.0566,219.757561,261.19974,235.849056,240.64978,249.035825744,196.79775400000003,202.4310190024173
AL139424.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPS-CORT,1.15687,2.3208707,1.3935939999999998,2.4559740000000003,4.557763,0.905392,1.380174,1.99206043
CENPS,16.58736,18.77761,13.693160000000002,7.814089,14.90224,15.504117999999998,13.407828,10.41938
CORT,0.708127,0.299538,0.430584,0.310485,0.15626,0.569031,0.0,0.105683
DFFA,27.95697,32.79718,31.64946,31.04229,25.31654,33.2921,30.53969,30.57041
AL354956.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEX14,12.438016,14.46888,9.117012,10.635972,14.060758,9.46128,9.773454,9.69931
RN7SL614P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASZ1,10.8522123,13.994658,27.405493,22.639728,21.4477728,21.7190768,22.4034655,27.364494
AL139423.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPE1P24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf127,0.120582,0.0433013,0.0430396,0.0,0.0686857,0.3482301,0.483777,0.3535092862779
CFL1P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARDBP,135.593488,145.31710100000004,126.012401,134.305693,134.2420324,137.768659,139.34124251000003,123.923188
AL109811.3,5.02361,4.08896,2.87418,4.31787,4.45598,2.80677,4.15823,3.57059
MASP2,0.0821404,0.1623764,0.0463203,0.0837723,0.1370801999999999,0.134659,0.2707771,0.2810835
AL109811.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRM,24.417457,21.566702,14.723303,21.540033,21.37213,18.23423,14.82208,20.594303000000004
EXOSC10,46.6065926,43.88206670096735,36.92047209263,28.65771906749,44.461749100639,49.6677628056728,40.96365242452791,37.7695870122214
AL109811.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOSC10-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTOR,5.770018000000001,8.923835,10.405565,9.85091,8.2987616,7.180429,10.19658,9.529004
MTOR-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-537P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL7,1.1868,1.05609587,1.181072,0.997215,1.22546,1.11833,1.0847801303,0.778519
RNU6-291P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL39P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBIAD1,15.465565000000002,14.360171,18.371228,12.668237,13.285823,14.92144,22.14976,18.058226
UBE2V2P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL031291.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCYBP45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISP3,0.0,0.1080179,0.177276,0.3007982999999999,0.1650122,0.0553021,0.290071,0.3263708369999999
AL590989.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL031731.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO2,0.180984,0.145905,0.108514,0.0826526,0.3792125,0.1304399,0.0876808,0.21882
FBXO44,6.909154999999999,8.296396,11.959219,11.715877,10.007817,7.895491,13.015242,11.389499
FBXO6,3.733362,4.22687,4.60961,6.06819,4.7252447,4.8701,9.90658,8.77838
MAD2L2,73.00743800000001,77.47269800000001,75.667997,75.769067,85.87845030000001,82.72400399999998,78.65721699999999,86.62905400000001
DRAXIN,0.336025,0.20825,0.196744,0.221865,0.262048,0.380633,0.374778,0.303968
AGTRAP,59.195976,62.455584,53.083039,61.74029600730923,47.222843000000005,48.40494131751,47.9952989343,54.600886
C1orf167,17.5059,14.437332,16.230961999999998,16.610231,27.491226,30.1265638,30.417403,31.0468004
AL953897.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTHFR,4.913525539999999,7.398381700000002,8.310952657,9.088352836587,8.8181649461221,8.429792999999998,7.346282019008985,7.897203000000001
CLCN6,7.950209,8.600823000000002,8.257159503,8.256784095571401,10.096623155309,8.495239,11.212003,11.5451922
RF02156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF02157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPPA,6.065028,7.94978,15.26021,13.87338,3.525151,2.707475,4.288594,5.632956
RF02158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPPB,0.0,0.145487,0.163039,0.164846,0.0,0.0,0.0,0.0
AL021155.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL021155.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU5E-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU5E-4P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA2013,5.472366,5.32731,8.252857,8.096222,6.460244299999999,7.7822,7.541588,7.43988
PLOD1,191.009669,191.538125,143.002738,132.063105,164.291406,157.4791824,137.435101,132.52087200000005
MFN2,46.394951000000006,54.830007,43.227369,44.875413,44.99983,41.882515,47.14598902000001,44.153207
AL096840.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIIP,23.828699,28.48723,26.36343,21.32190992864,23.954057,29.236618000000007,28.232773,30.2423
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL649P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-777P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP89,0.0,0.0,0.0,0.0,0.0,0.541325,0.0,0.0
AL357835.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR7846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,1.383474,2.31748,0.228254,0.200843,1.824170000233043,0.703996877,0.6452625000000001,0.277383
MIR4632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL10P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS13D,2.4442341990000003,2.606332100157279,2.7170487550000004,2.3054003,2.0114021,4.1567986823,3.738784437,3.3473307
SNORA59A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243836.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS3,12.082849,13.993998,10.78418,12.4115015,13.5192427,12.7458108,10.3464374,10.04485
RNU6ATAC18P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC254633.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADACL4,0.0,0.0584558,0.0,0.0662274,0.0,0.0,0.0,0.0536584
AC244670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADACL3,0.0,0.0228587,0.0,0.0,0.0,0.0,0.0,0.0
C1orf158,0.0699862,0.0511761,0.114235,0.0407192,0.192683,0.0690371,0.264216,0.0728017
PRAMEF12,0.0535615,0.0,0.0,0.0,7.68007,8.39224,18.3423,17.5073
PRAMEF1,0.0,0.0,0.0,0.0,4.06719,4.83492,10.9499,9.36575
LINC01784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF11,0.0,0.0,0.0,0.0,0.746353,0.659192,1.89861,1.66006
PRAMEF30P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCL1,0.0,0.087107,0.0489255,0.0,0.57933,0.626009,0.96205,1.29474
PRAMEF2,0.0293225,0.0,0.0,0.0,1.63858,1.46806,4.57047,3.91066
PRAMEF4,0.0,0.0,0.0,0.0,0.0964317,0.343917,0.62898,0.729442
PRAMEF10,0.0,0.0,0.0,0.0,0.245557,0.270576,0.730441,0.808302
PRAMEF7,0.0,0.0,0.00578889,0.0,0.657057,0.5231,1.17202,1.12486
RNU6-1072P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF29P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF6,0.0,0.0,0.0,0.0,1.20862,1.5596757681,5.324732,4.87275
PRAMEF28P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19811
PRAMEF27,0.0383916,0.0,0.0,0.0,0.0,4.16437e-05,0.373134,1.69709
HNRNPCL3,0.0,0.0,0.0,0.0,0.358715,0.458705,2.56982,1.00861
PRAMEF25,0.0,0.0,0.0,0.0,3.4311661e-05,2.55959e-06,0.599814,1.41974
PRAMEF34P,0.0,0.0,0.0,0.0,0.13788,1.17846,0.342776,0.677217
PRAMEF35P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCL2,0.0,0.0,0.0,0.0,7.58215e-06,0.372261,0.729737,0.597447
PRAMEF36P,0.0,0.0,0.0584191,0.0,0.10596346,0.00603194,0.6965595,0.00208253
AC245056.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF26,0.0,0.0,0.0,0.0,0.774618,1.48672,1.34661,0.764859
HNRNPCL4,0.0391779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF9,0.0,0.0,0.0,0.0,0.533454,0.935857,3.59981,2.9395
PRAMEF13,0.0,0.0,0.0,0.0,0.400613,0.425671,0.8240860000000001,0.906682
PRAMEF18,0.0,0.0,0.0,0.0,0.0220716,0.0237177,0.900783,0.910663
PRAMEF31P,0.0,0.0,0.0,0.0,0.0,0.0241913,0.0,0.124242
PRAMEF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF32P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-771P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF8,0.0,0.0,0.0,0.0,1.75212701,2.24269,2.11388,2.57668
PRAMEF33,0.0,0.0,0.0,0.0,0.0991495,0.0,0.0,0.0
PRAMEF15,0.05113,0.0,0.0,0.0,2.80604,3.5613,6.60768,5.88153
AC243961.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF14,0.147409,0.0,0.0,0.122717,4.27381,2.8966700000000003,6.735799999999999,7.1661
PRAMEF19,0.0,0.0,0.0,0.0,0.353869,0.390861,4.73091,6.24182
PRAMEF17,0.0,0.0,0.0,0.0,0.252801,0.302748,11.2148,11.0895
PRAMEF20,0.0,0.0,0.0,0.0,2.25082276,1.300016,5.975453,4.60779
LRRC38,0.0870952,0.207415,0.0936357,0.140991,0.251804,0.185325,0.171445,0.228529
AL354712.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRWD1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDPN,126.54487532000002,134.9254247081,158.5745118,140.405796,128.89427328304,135.516267,158.66364000000002,152.29106905896148
RNA5SP41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL359771.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM2,12.379077,12.674467000000002,13.470426315,15.784186,15.8016730398854,13.517611999999998,15.062729,16.645069
KAZN,10.41207,8.064031,9.092038,9.1219321,5.2047355,7.04839518,7.5524678,4.894750999999999
RNU6-1265P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL357873.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAZN-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBCAP2,0.432267,0.0,0.0,0.0,0.71009,0.0,0.0,0.0
TMEM51-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM51,0.621416,0.1480860798478999,0.73675,1.122007,0.769854,0.372259,0.61133326013,1.01164
C1orf195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL035405.1,0.0,0.0,0.0,0.0,0.125317,0.0,0.0,0.0
AL391094.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHAD1,6.604805799999999,4.703112900000001,15.27106,17.9475036,9.708592799999998,10.0282830321,15.873599,17.0107731
AL031283.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL031283.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL031283.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFHD2,4.68664,5.90311,9.7244494,11.203542,9.75921,9.26245,11.7068,15.2449
CTRC,0.226254,0.174866,0.1638414,0.1599324,0.416474,0.3046655,0.220959,0.3163269999999999
CELA2A,0.336988,0.303192,1.263726,1.156149589,0.308695,0.186585,0.544274,0.781087
CELA2B,10.077263,9.428382999999998,8.90411,8.72758,2.14851,2.884061,5.801791,6.341192
CASP9,16.284262,16.001309,34.193591,29.753586,24.768434,27.863912,36.478932,33.702785
DNAJC16,11.420758,10.67566650149125,22.525084,15.503774999999996,15.0099258,14.808794,23.2050492,19.119745
SCARNA21B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL121992.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMAT,0.919294,1.22313,1.8469,1.88447,1.36493,0.9786,2.07577,2.64009
AL121992.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD2P6,0.778743,0.361756,0.822342,0.43456,0.695647,0.699451,0.398347,0.736478
RNU7-179P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD24P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDI2,12.59658,16.86628,19.30165,16.418728,18.828568,8.647513,13.447318,21.995367
RSC1A1,6.22726,6.97116,6.24944,8.07333,5.39075,2.1118,3.69283,5.78637
AL121992.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHM2,13.171779,13.93875,19.442244,19.37649,12.366660009180752,17.00279172009,21.124022,18.2781
AL450998.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A34,3.33919,4.10199,8.80033,9.72486,4.73909,5.862786000000001,6.14538,8.492851
SLC25A34-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM82,0.0,0.0,0.0,0.16802,0.0557318,0.265504,0.199029,0.0
FBLIM1,35.297962,55.603125000000006,41.31524,46.26097900093217,77.75634099999999,47.209419,48.05946900071499,54.596167
RPL12P14,0.305188,0.0,0.285363,0.578669,0.219704,0.228681,0.0,0.0
UQCRHL,0.232634,0.207468,0.064141,0.214593,0.153429,0.335439,0.0988018,0.202601
AL450998.1,8.77082,11.9596,12.1008,9.85806,11.6723,14.0794,12.903,11.1357
AL450998.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPEN,2.5455520028191296,4.050448,6.200844,2.937748,3.766508,3.60443663,4.9397097307922,4.8029530000000005
AL034555.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB17,28.4025682761,26.5760570006931,26.376096150754,24.900467000000003,29.640255142,28.354171000000004,30.461817,26.220899
AL355994.4,0.202953,0.0,0.0,0.0,0.16715,0.0,0.0,0.0
AL355994.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL355994.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D3P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRARP,0.10364,0.170996,0.103906,0.20923,0.105375,0.0383747,0.131167,0.0565726
AL355994.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPB7,251.586979,264.89012,172.55180199999998,166.12462999999997,433.71381,423.31178,326.23904,290.67719199999993
CLCNKA,0.0303136,0.0,0.0,0.0,0.157019,0.0,0.0813642,0.0657797
AL355994.2,0.0,0.0,0.0,0.0,0.0,0.0,0.150227,0.0
CLCNKB,0.0,0.0597335,0.0477267,0.0479121,0.0517701,0.0377871,0.143097,0.0
FAM131C,0.0,0.0,0.119853,0.0,0.0,0.0,0.0918985,0.245644
EPHA2,3.28046,4.98973,2.33068,1.864413,5.589305,3.10983,3.29956,2.13861
AL451042.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL451042.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF19,2.252552,1.78829,1.4648554,1.086234,3.2450080000000003,3.423302,2.4442867,2.7149589999999995
ARHGEF19-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANO7L1,0.856561,1.140918,0.807229,0.0,0.703514,0.0474901,1.2489629000000002,0.705059
CPLANE2,2.478825,0.701954,1.55831,3.30706,2.72227,1.822387,0.845141,0.751735
MT1XP1,1.20788,0.0,0.0,0.0,1.93028,0.986692,0.0,0.0
FBXO42,10.322086,10.663036000000002,10.525042,9.370518,13.131968,11.419572,14.286719000000002,12.983285
SZRD1,78.677366,96.18967802808,65.976504,61.552059001693664,79.30311,61.96817,59.972525,62.563826000000006
RPL22P3,0.723564,0.0,0.763855,0.0,0.592425,0.0,0.0,0.318366
SPATA21,0.2188907,0.08552,0.0406555,0.1424173,0.1186044,0.0422725,0.1873,0.0778654
NECAP2,18.433041,22.954926,13.265132,12.688229000000002,22.068819,21.173187,16.508813399999998,18.246381
LINC01772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROCCP3,0.856904,0.920304,1.7470409999999998,0.9213229,0.7259354,0.7518239999999999,0.6786448,1.0203057
RNU1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL137802.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL137802.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL137802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU1-6P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL355149.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBPF1,22.569987999999995,21.76664,16.620788,22.37236,29.2953986,33.187970118745994,30.693379,26.486326
AL137798.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROCCP2,4.1386821,5.134725199999999,4.8398423,3.669548,4.1999450000000005,4.573946445257,5.748629,5.442481899999999
AL137798.3,2.20513,2.95533,0.137401,0.176768,3.75416,10.6007,4.63924,1.41388
MST1P2,0.0498658,0.0913125,0.0,0.177568,0.0,0.198529,0.129018,0.0
AL137798.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL021920.2,0.0,0.0,0.0,0.0,0.0,0.126319,0.0,0.0
EIF1AXP1,41.7121,36.3322,38.2356,32.1674,35.889,40.6896,32.1135,31.6656
ESPNP,0.0,0.0,0.0912286,0.0,0.171041,0.0,0.0,0.0
AL021920.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL021920.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROCC,0.8344667,1.0670217091,1.3411799999999998,1.3998908,1.1185367000000002,1.5999492999999998,1.6843200000000005,1.85513
CROCCP4,0.0,0.0,0.3582,0.363252,0.250908,0.13981,1.18149,0.0
RNU1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MST1L,0.0,0.2824314,0.0672767,0.160699,0.0,0.0,0.3816184,0.069816
BX284668.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX284668.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX284668.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU1-5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX284668.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX284668.4,0.69598,2.28764,2.71706,3.1242,3.37812,7.25468,6.32552,5.76657
RNU1-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX284668.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFAP2,32.533067100000004,40.020895,15.7794711,17.3771731,55.4008,48.642677,39.193231,46.343269
AL049569.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP13A2,9.190969,7.031932052519101,7.255066000000001,6.014846,3.72188224776,3.8602180000000006,4.9348625,6.216436217570999
SDHB,178.561525,203.623191,168.76852601084502,190.203214,154.459427,168.904074,165.91557799999998,152.524544
PADI2,21.257514,24.5821514,28.515078000000003,28.161131,129.2552885,131.231934,126.0773373,124.617293
AL590644.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL590644.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PADI1,0.231688,0.2407633,0.0679378,0.103197,0.0955406,0.2053886,0.0471212,0.0522875
PADI3,0.0145187,0.0,0.0156213,0.0156663,0.0359886,0.0247052,0.0143019,0.0507977
MIR3972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PADI4,0.106948,0.181903,0.0,0.24825,0.0,0.142867,0.183861,0.0
PADI6,0.0,0.0,0.0,0.0,0.0,0.0166701,0.0,0.0
RCC2,1.26129,1.41768,1.39423,1.22603,1.96247,1.96193,1.36608,1.6897
RCC2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF10L,16.022872,15.517619,17.1000291,18.7042813,11.34256,11.712746999999998,13.057672185036,12.505097
AL136529.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0566292,0.0
AL357509.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGSF21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL365209.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGSF21-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL591896.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHDC7A,0.0,0.0,0.0,0.0191223,0.0,0.0,0.0,0.0
DYNLL1P3,0.0,0.0,0.0,1.29636,0.485346,0.508343,0.0,0.513508
AL031737.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAX7,0.379979,0.658145,0.393419,0.399738,1.491855,0.91993,1.430172,1.932497
TAS1R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0362437,0.0
AL080251.1,0.0,0.0,0.0,0.0,0.0,0.0,2.50182e-10,0.0
ALDH4A1,17.99505127893,17.58714,24.754990000000003,26.56213,18.080785,16.41581,26.62686,23.399359000000004
MIR4695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFFO2,0.4314525,0.25193,0.4358215,0.933474,0.279379,0.36866,0.2102657,0.753933
AL137127.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBR4,16.8104369,16.25405,15.0701323,17.603496500000002,14.3750885,18.5602123,18.6670425,17.744856
EMC1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMC1,65.65343299999999,73.504909,55.29905699999999,64.775626,81.3688163,72.568293,72.53830099999999,65.509348
MRTO4,52.22294,47.37317,37.27159,43.92434,46.45817,46.18217,42.79806000000001,46.06032
AL035413.2,0.815333,0.782293,1.29462,0.44449,0.334874,0.349734,0.787112,1.06515
AKR7L,0.4521161,0.8701809999999999,0.6773929999999999,0.970987,0.542325,0.674334,1.248971,0.735286
AKR7A3,0.721239,0.950227,0.714121,0.649058,3.96197,2.99212,1.70672,1.95206
AL035413.1,1.99951,1.90879,1.41985,1.68268,1.64636,2.08828,1.29879,1.35887
AKR7A2,97.729455,104.511226,91.275265,94.903255,102.829539,113.179785,89.69649199999999,87.259725
RNU6-1099P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PQLC2,22.81474,22.92149000262099,22.76864,22.75436,21.422299,21.251200932,22.04291,21.23884
CAPZB,329.918006,352.2656370281494,285.36796545399994,328.03592,344.06097704000007,339.73565589000003,310.99343060000007,293.43039500000003
